id,変換前(商品名/誤字),変換後(成分名)
441,エトドラク錠２００ｍｇ「ＳＷ」,エトドラク
442,ソセゴン錠２５ｍｇ,塩酸ペンタゾシン
443,メロキシカム５ｍｇ錠,メロキシカム
444,モービック錠５ｍｇ,メロキシカム
445,メロキシカム錠５ｍｇ「ＥＭＥＣ」,メロキシカム
446,メロキシカム錠５ｍｇ「アメル」,メロキシカム
447,メロキシカム錠５ｍｇ「ケミファ」,メロキシカム
448,メロキシカム錠５ｍｇ「サワイ」,メロキシカム
449,メロキシカム錠５ｍｇ「タカタ」,メロキシカム
450,メロキシカム錠５ｍｇ「日医工」,メロキシカム
451,メロキシカム１０ｍｇ錠,メロキシカム
452,モービック錠１０ｍｇ,メロキシカム
453,メロキシカム錠１０ｍｇ「ＥＭＥＣ」,メロキシカム
454,メロキシカム錠１０ｍｇ「ケミファ」,メロキシカム
455,メロキシカム錠１０ｍｇ「サワイ」,メロキシカム
456,メロキシカム錠１０ｍｇ「タカタ」,メロキシカム
457,メロキシカム錠１０ｍｇ「トーワ」,メロキシカム
458,ロルカム錠２ｍｇ,ロルノキシカム
459,ロルノキシカム錠２ｍｇ「ＫＯ」,ロルノキシカム
460,ロルカム錠４ｍｇ,ロルノキシカム
461,ロルノキシカム錠４ｍｇ「ＫＯ」,ロルノキシカム
462,セレコキシブ１００ｍｇ錠,セレコキシブ
463,セレコックス錠１００ｍｇ,セレコキシブ
464,セレコキシブ錠１００ｍｇ「杏林」,セレコキシブ
465,セレコキシブ錠１００ｍｇ「ケミファ」,セレコキシブ
466,セレコキシブ錠１００ｍｇ「サワイ」,セレコキシブ
467,セレコキシブ錠１００ｍｇ「トーワ」,セレコキシブ
468,セレコキシブ錠１００ｍｇ「日新」,セレコキシブ
469,セレコキシブ錠１００ｍｇ「ファイザー」,セレコキシブ
470,セレコキシブ錠１００ｍｇ「フェルゼン」,セレコキシブ
471,セレコキシブ錠１００ｍｇ「三笠」,セレコキシブ
472,セレコキシブ錠１００ｍｇ「明治」,セレコキシブ
473,セレコキシブ錠１００ｍｇ「ＶＴＲＳ」,セレコキシブ
474,セレコキシブ２００ｍｇ錠,セレコキシブ
475,セレコックス錠２００ｍｇ,セレコキシブ
476,セレコキシブ錠２００ｍｇ「ＪＧ」,セレコキシブ
477,セレコキシブ錠２００ｍｇ「オーハラ」,セレコキシブ
478,セレコキシブ錠２００ｍｇ「杏林」,セレコキシブ
479,セレコキシブ錠２００ｍｇ「ケミファ」,セレコキシブ
480,セレコキシブ錠２００ｍｇ「サワイ」,セレコキシブ
481,セレコキシブ錠２００ｍｇ「武田テバ」,セレコキシブ
482,セレコキシブ錠２００ｍｇ「トーワ」,セレコキシブ
483,セレコキシブ錠２００ｍｇ「日新」,セレコキシブ
484,セレコキシブ錠２００ｍｇ「ファイザー」,セレコキシブ
485,セレコキシブ錠２００ｍｇ「フェルゼン」,セレコキシブ
486,セレコキシブ錠２００ｍｇ「三笠」,セレコキシブ
487,セレコキシブ錠２００ｍｇ「明治」,セレコキシブ
488,セレコキシブ錠２００ｍｇ「ＶＴＲＳ」,セレコキシブ
489,トラマールＯＤ錠２５ｍｇ,トラマドール塩酸塩
490,トラマドール塩酸塩ＯＤ錠２５ｍｇ「ＫＯ」,トラマドール塩酸塩
491,トラマールＯＤ錠５０ｍｇ,トラマドール塩酸塩
492,トラマドール塩酸塩ＯＤ錠５０ｍｇ「ＫＯ」,トラマドール塩酸塩
493,ワントラム錠１００ｍｇ,トラマドール塩酸塩
494,ツートラム錠５０ｍｇ,トラマドール塩酸塩
495,ツートラム錠１００ｍｇ,トラマドール塩酸塩
496,ツートラム錠１５０ｍｇ,トラマドール塩酸塩
497,ツートラム錠２５ｍｇ,トラマドール塩酸塩
498,キョーリンＡＰ２配合顆粒,シメトリド・無水カフェイン
499,クリアミン配合錠Ａ１．０,エルゴタミン酒石酸塩・無水カフェイン配合剤
500,クリアミン配合錠Ｓ０．５,エルゴタミン酒石酸塩・無水カフェイン配合剤
501,ＳＧ配合顆粒,ピラゾロン系解熱鎮痛消炎配合剤
502,トラマドール塩酸塩・アセトアミノフェン錠,トラマドール塩酸塩・アセトアミノフェン
503,トラムセット配合錠,トラマドール塩酸塩・アセトアミノフェン
504,トアラセット配合錠「ＪＧ」,トラマドール塩酸塩・アセトアミノフェン
505,トアラセット配合錠「ＳＮ」,トラマドール塩酸塩・アセトアミノフェン
506,トアラセット配合錠「ＴＣ」,トラマドール塩酸塩・アセトアミノフェン
507,トアラセット配合錠「ＴＣＫ」,トラマドール塩酸塩・アセトアミノフェン
508,トアラセット配合錠「共創未来」,トラマドール塩酸塩・アセトアミノフェン
509,トアラセット配合錠「ケミファ」,トラマドール塩酸塩・アセトアミノフェン
510,トアラセット配合錠「サワイ」,トラマドール塩酸塩・アセトアミノフェン
511,トアラセット配合錠「サンド」,トラマドール塩酸塩・アセトアミノフェン
512,トアラセット配合錠「トーワ」,トラマドール塩酸塩・アセトアミノフェン
513,トアラセット配合錠「日本臓器」,トラマドール塩酸塩・アセトアミノフェン
514,トアラセット配合錠「三笠」,トラマドール塩酸塩・アセトアミノフェン
515,トアラセット配合錠「ＮＩＧ」,トラマドール塩酸塩・アセトアミノフェン
516,トアラセット配合錠「ＫＭＰ」,トラマドール塩酸塩・アセトアミノフェン
517,ヒロポン錠,メタンフェタミン塩酸塩
518,アマンタジン塩酸塩１０％細粒,アマンタジン塩酸塩
519,シンメトレル細粒１０％,アマンタジン塩酸塩
520,アマンタジン塩酸塩５０ｍｇ錠,アマンタジン塩酸塩
521,シンメトレル錠５０ｍｇ,アマンタジン塩酸塩
522,アマンタジン塩酸塩１００ｍｇ錠,アマンタジン塩酸塩
523,シンメトレル錠１００ｍｇ,アマンタジン塩酸塩
524,ビペリデン塩酸塩散１％「ヨシトミ」,ビペリデン塩酸塩
525,アキネトン細粒１％,ビペリデン塩酸塩
526,ビペリデン塩酸塩細粒１％「アメル」,ビペリデン塩酸塩
527,ビペリデン塩酸塩１ｍｇ錠,ビペリデン塩酸塩
528,アキネトン錠１ｍｇ,ビペリデン塩酸塩
529,ビペリデン塩酸塩錠２ｍｇ「サワイ」,ビペリデン塩酸塩
530,ドパストン散９８．５％,レボドパ
531,ドパゾール錠２００ｍｇ,レボドパ
532,ドパストンカプセル２５０ｍｇ,レボドパ
533,トリヘキシフェニジル塩酸塩錠,トリヘキシフェニジル塩酸塩
534,アーテン錠（２ｍｇ）,トリヘキシフェニジル塩酸塩
535,セドリーナ錠２ｍｇ,トリヘキシフェニジル塩酸塩
536,トリヘキシフェニジル塩酸塩錠２ｍｇ「ＣＨ」,トリヘキシフェニジル塩酸塩
537,トリヘキシフェニジル塩酸塩錠２ｍｇ「杏林」,トリヘキシフェニジル塩酸塩
538,アーテン散１％,トリヘキシフェニジル塩酸塩
539,トリヘキシフェニジル塩酸塩散１％「ＣＨ」,トリヘキシフェニジル塩酸塩
540,トリモール細粒２％,ピロヘプチン塩酸塩
541,トリモール錠２ｍｇ,ピロヘプチン塩酸塩
542,ブロモクリプチンメシル酸塩２．５ｍｇ錠,ブロモクリプチンメシル酸塩
543,パーロデル錠２．５ｍｇ,ブロモクリプチンメシル酸塩
544,ブロモクリプチン錠２．５ｍｇ「フソー」,ブロモクリプチンメシル酸塩
545,ドプス細粒２０％,ドロキシドパ
546,ドプスＯＤ錠１００ｍｇ,ドロキシドパ
547,ドプスＯＤ錠２００ｍｇ,ドロキシドパ
548,ドロキシドパ１００ｍｇカプセル,ドロキシドパ
549,ドロキシドパ２００ｍｇカプセル,ドロキシドパ
550,ペルゴリド顆粒０．０２５％「日医工」,ペルゴリドメシル酸塩
551,ペルゴリドメシル酸塩５０μｇ錠,ペルゴリドメシル酸塩
552,ペルマックス錠５０μｇ,ペルゴリドメシル酸塩
553,ペルゴリドメシル酸塩２５０μｇ錠,ペルゴリドメシル酸塩
554,ペルマックス錠２５０μｇ,ペルゴリドメシル酸塩
555,セレギリン塩酸塩２．５ｍｇ錠,セレギリン塩酸塩
556,エフピーＯＤ錠２．５,セレギリン塩酸塩
557,カバサール錠０．２５ｍｇ,カベルゴリン
558,カベルゴリン錠０．２５ｍｇ「サワイ」,カベルゴリン
559,カバサール錠１．０ｍｇ,カベルゴリン
560,カベルゴリン錠１．０ｍｇ「サワイ」,カベルゴリン
561,ビ・シフロール錠０．１２５ｍｇ,プラミペキソール塩酸塩水和物
562,プラミペキソール塩酸塩錠０．１２５ｍｇ「ＤＳＥＰ」,プラミペキソール塩酸塩水和物
563,プラミペキソール塩酸塩錠０．１２５ｍｇ「ＦＦＰ」,プラミペキソール塩酸塩水和物
564,プラミペキソール塩酸塩錠０．１２５ｍｇ「ＪＧ」,プラミペキソール塩酸塩水和物
565,プラミペキソール塩酸塩錠０．１２５ｍｇ「ＹＤ」,プラミペキソール塩酸塩水和物
566,プラミペキソール塩酸塩錠０．１２５ｍｇ「アメル」,プラミペキソール塩酸塩水和物
567,プラミペキソール塩酸塩錠０．１２５ｍｇ「タカタ」,プラミペキソール塩酸塩水和物
568,プラミペキソール塩酸塩錠０．１２５ｍｇ「日医工」,プラミペキソール塩酸塩水和物
569,プラミペキソール塩酸塩錠０．１２５ｍｇ「日新」,プラミペキソール塩酸塩水和物
570,プラミペキソール塩酸塩錠０．１２５ｍｇ「ＶＴＲＳ」,プラミペキソール塩酸塩水和物
571,ビ・シフロール錠０．５ｍｇ,プラミペキソール塩酸塩水和物
572,プラミペキソール塩酸塩錠０．５ｍｇ「ＤＳＥＰ」,プラミペキソール塩酸塩水和物
573,プラミペキソール塩酸塩錠０．５ｍｇ「ＦＦＰ」,プラミペキソール塩酸塩水和物
574,プラミペキソール塩酸塩錠０．５ｍｇ「ＪＧ」,プラミペキソール塩酸塩水和物
575,プラミペキソール塩酸塩錠０．５ｍｇ「ＹＤ」,プラミペキソール塩酸塩水和物
576,プラミペキソール塩酸塩錠０．５ｍｇ「アメル」,プラミペキソール塩酸塩水和物
577,プラミペキソール塩酸塩錠０．５ｍｇ「タカタ」,プラミペキソール塩酸塩水和物
578,プラミペキソール塩酸塩錠０．５ｍｇ「日医工」,プラミペキソール塩酸塩水和物
579,プラミペキソール塩酸塩錠０．５ｍｇ「日新」,プラミペキソール塩酸塩水和物
580,プラミペキソール塩酸塩錠０．５ｍｇ「ＶＴＲＳ」,プラミペキソール塩酸塩水和物
581,プラミペキソール塩酸塩ＯＤ錠０．１２５ｍｇ「トーワ」,プラミペキソール塩酸塩水和物
582,プラミペキソール塩酸塩ＯＤ錠０．５ｍｇ「トーワ」,プラミペキソール塩酸塩水和物
583,ミラペックスＬＡ錠０．３７５ｍｇ,プラミペキソール塩酸塩水和物
584,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「ＤＳＥＰ」,プラミペキソール塩酸塩水和物
585,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「ＪＧ」,プラミペキソール塩酸塩水和物
586,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「アメル」,プラミペキソール塩酸塩水和物
587,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「オーハラ」,プラミペキソール塩酸塩水和物
588,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「サワイ」,プラミペキソール塩酸塩水和物
589,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「トーワ」,プラミペキソール塩酸塩水和物
590,ミラペックスＬＡ錠１．５ｍｇ,プラミペキソール塩酸塩水和物
591,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「ＤＳＥＰ」,プラミペキソール塩酸塩水和物
592,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「ＪＧ」,プラミペキソール塩酸塩水和物
593,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「アメル」,プラミペキソール塩酸塩水和物
594,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「オーハラ」,プラミペキソール塩酸塩水和物
595,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「サワイ」,プラミペキソール塩酸塩水和物
596,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「トーワ」,プラミペキソール塩酸塩水和物
597,レキップ錠０．２５ｍｇ,ロピニロール塩酸塩
598,ロピニロール錠０．２５ｍｇ「ＪＧ」,ロピニロール塩酸塩
599,レキップ錠１ｍｇ,ロピニロール塩酸塩
600,ロピニロール錠１ｍｇ「ＪＧ」,ロピニロール塩酸塩
601,レキップ錠２ｍｇ,ロピニロール塩酸塩
602,ロピニロール錠２ｍｇ「ＪＧ」,ロピニロール塩酸塩
603,ロピニロールＯＤ錠０．２５ｍｇ「アメル」,ロピニロール塩酸塩
604,ロピニロールＯＤ錠１ｍｇ「アメル」,ロピニロール塩酸塩
605,ロピニロールＯＤ錠２ｍｇ「アメル」,ロピニロール塩酸塩
606,レキップＣＲ錠２ｍｇ,ロピニロール塩酸塩
607,ロピニロール徐放錠２ｍｇ「トーワ」,ロピニロール塩酸塩
